Mode,UACE Code,UZA Name,State, Population ,Density, Square Miles ,State NTD ID,Agency Name,Reporting Module
DR,6,California Non0UZA,California,4357850,0,0,9R02,City of Arvin,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,City of Solvang,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,City of Solvang,Rural
CB,6,California Non0UZA,California,4357850,0,0,9R02,City of Auburn,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,City of Auburn,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Trinity County,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Humboldt Transit Authority,Rural
CB,6,California Non0UZA,California,4357850,0,0,9R02,Humboldt Transit Authority,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,Sierra County ,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,City of Dixon ,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,City of Guadalupe,Rural
CB,6,California Non0UZA,California,4357850,0,0,9R02,City of Guadalupe,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Mendocino Transit Authority,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Mendocino Transit Authority,Rural
CB,6,California Non0UZA,California,4357850,0,0,9R02,County of Siskiyou,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,Lake Transit Authority,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Lake Transit Authority,Rural
CB,6,California Non0UZA,California,4357850,0,0,9R02,Tuolumne County Transit,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,Tuolumne County Transit,Rural
MB,6,California Non0UZA,California,4357850,0,0,,Kern Regional Transit,Urban
DR,6,California Non0UZA,California,4357850,0,0,,Kern Regional Transit,Urban
VP,6,California Non0UZA,California,4357850,0,0,9R02,Eastern Sierra Transit Authority,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Eastern Sierra Transit Authority,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,Eastern Sierra Transit Authority,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,City of Taft,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,Yosemite Area Regional Transportation System,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,City of Chowchilla,Rural
DR,6,California Non0UZA,California,4357850,0,0,,City of Escalon,Urban
VP,6,California Non0UZA,California,4357850,0,0,,City of Escalon,Urban
MB,6,California Non0UZA,California,4357850,0,0,,City of Escalon,Urban
CB,6,California Non0UZA,California,4357850,0,0,9R02,Mariposa County,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,County of Glenn,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,County of Glenn,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,Tehama County,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Tehama County,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,Morongo Basin Transit Authority,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Morongo Basin Transit Authority,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Morongo Basin Transit Authority,Rural
VP,6,California Non0UZA,California,4357850,0,0,9R02,City of Eureka ,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,City of Eureka ,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,County of Nevada,Rural
CB,6,California Non0UZA,California,4357850,0,0,9R02,County of Nevada,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,Redwood Coast Transit Authority,Rural
VP,6,California Non0UZA,California,4357850,0,0,9R02,Redwood Coast Transit Authority,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Lassen Transit Service Agency,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,Lassen Transit Service Agency,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Lassen Transit Service Agency,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,Town of Truckee,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Town of Truckee,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,City of McFarland,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,City of California City,Rural
VP,6,California Non0UZA,California,4357850,0,0,9R02,County of Colusa,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,County of Alpine,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Plumas County Transportation Commission,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,City of Shafter,Rural
DR,6,California Non0UZA,California,4357850,0,0,,Yurok Tribe,Tribe
DR,6,California Non0UZA,California,4357850,0,0,,Yurok Tribe,Tribe
CB,6,California Non0UZA,California,4357850,0,0,,Yurok Tribe,Tribe
MB,6,California Non0UZA,California,4357850,0,0,,Blue Lake Rancheria,Tribe
DR,6,California Non0UZA,California,4357850,0,0,,Blue Lake Rancheria,Tribe
CB,6,California Non0UZA,California,4357850,0,0,,Chemehuevi Indian Tribe,Tribe
DR,6,California Non0UZA,California,4357850,0,0,,Morongo Band of Mission Indians,Tribe
MB,6,California Non0UZA,California,4357850,0,0,,North Fork Rancheria of Mono Indians of California,Tribe
MB,6,California Non0UZA,California,4357850,0,0,,San Joaquin Council,Urban
DR,6,California Non0UZA,California,4357850,0,0,,City of Pasadena,Urban
DR,6,California Non0UZA,California,4357850,0,0,,City of Pasadena,Urban
MB,6,California Non0UZA,California,4357850,0,0,9R02,City of Wasco,Rural
CB,6,California Non0UZA,California,4357850,0,0,9R02,Calaveras Transit Agency,Rural
MB,6,California Non0UZA,California,4357850,0,0,9R02,Calaveras Transit Agency,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Palo Verde Valley Transit Agency,Rural
DR,6,California Non0UZA,California,4357850,0,0,9R02,Palo Verde Valley Transit Agency,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,,City of Colorado Springs,Urban
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,,City of Colorado Springs,Urban
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,City of Colorado Springs,Urban
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,,City of Colorado Springs,Urban
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,Denver Regional Transportation District,Urban
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,,Denver Regional Transportation District,Urban
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,Denver Regional Transportation District,Urban
CB,8,Colorado Non0UZA,Colorado,1331465,0,0,,Denver Regional Transportation District,Urban
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,Denver Regional Transportation District,Urban
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,,Denver Regional Transportation District,Urban
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,City of Fort Collins,Urban
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,City of Fort Collins,Urban
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,,City of Fort Collins,Urban
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,,City of Fort Collins,Urban
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,City of Fort Collins,Urban
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,"City of Loveland, Colorado",Urban
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,,"City of Loveland, Colorado",Urban
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,North Front Range Transportation and Air Quality Planning Council,Urban
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,Denver Regional Council of Governments,Urban
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Prowers County,Rural
CB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Prowers County,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,"Wet Mountain Valley Rotary Community Service, Inc.",Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,City of Black Hawk,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Gunnison Valley Rural Transportation Authority,Rural
CB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Gunnison Valley Rural Transportation Authority,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Eagle County,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Mountain Express,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Mountain Express,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Mountain Express,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Summit County,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Summit County,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Summit County,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,East Central Council of Local Governments,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Dolores County,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Town of Breckenridge,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,City of Burlington,Rural
CB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,City of Steamboat Springs,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,City of Steamboat Springs,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,City of Steamboat Springs,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,City of Steamboat Springs,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,"Southern Colorado Community Action Agency, Inc.",Rural
CB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,"Southern Colorado Community Action Agency, Inc.",Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,"Southern Colorado Community Action Agency, Inc.",Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Montezuma County,Rural
CB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,City of Durango,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,City of Durango,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Town of Limon,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Northeastern Colorado Association of Local Governments,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Northeastern Colorado Association of Local Governments,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,City of La Junta,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Huerfano/Las Animas Area Council of Governments,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Neighbor to Neighbor Volunteers,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Town of Mountain Village,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Town of Mountain Village,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,City of Glenwood Springs,Rural
CB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Town of Snowmass Village,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,"Senior Resource Development Agency, Pueblo, Inc.",Urban
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,"Senior Resource Development Agency, Pueblo, Inc.",Urban
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,"Canon City Golden Age Council, Inc",Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,City of Cripple Creek,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,City of Cripple Creek,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Archuleta County,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Archuleta County,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,,Via Mobility Services,Urban
CB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Roaring Fork Transportation Authority,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Roaring Fork Transportation Authority,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Roaring Fork Transportation Authority,Rural
FB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Roaring Fork Transportation Authority,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,"Silver Key Senior Services, Inc",Urban
VP,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,"Montrose County Senior Citizens Transportation, Inc.",Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,"Montrose County Senior Citizens Transportation, Inc.",Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Town of Winter Park,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Town of Winter Park,Rural
CB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Town of Winter Park,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Town of Telluride,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Town of Avon,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Teller Senior Coalition,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Teller Senior Coalition,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Town of Estes Park,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,,"Disability Services, Inc.",Urban
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,,"Disability Services, Inc.",Urban
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,San Miguel Authority for Regional Transportation,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,San Miguel Authority for Regional Transportation,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,San Miguel Authority for Regional Transportation,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Town of Vail,Rural
MB,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Town of Vail,Rural
DR,8,Colorado Non0UZA,Colorado,1331465,0,0,8R01,Clear Creek County,Rural
MB,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Greater Hartford Transit District,Urban
VP,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Southeast Area Transit District,Urban
MB,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Southeast Area Transit District,Urban
MB,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Southeast Area Transit District,Urban
DR,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Connecticut Department of Transportation 0 CTTRANSIT 0 Hartford Division,Urban
MB,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Connecticut Department of Transportation 0 CTTRANSIT 0 Hartford Division,Urban
VP,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Greater New Haven Transit District,Urban
VP,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Housatonic Area Regional Transit ,Urban
VP,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Housatonic Area Regional Transit ,Urban
VP,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Connecticut Department of Transportation 0 CTTRANSIT New Haven Division,Urban
MB,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Connecticut Department of Transportation,Urban
DR,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Connecticut Department of Transportation,Urban
DR,9,Connecticut Non0UZA,Connecticut,671921,0,0,1R01,Northwestern CT Transit District,Rural
MB,9,Connecticut Non0UZA,Connecticut,671921,0,0,1R01,Northwestern CT Transit District,Rural
DR,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Estuary Transit District,Urban
CB,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Estuary Transit District,Urban
MB,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Windham Region Transit District,Urban
DR,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Windham Region Transit District,Urban
DR,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Windham Region Transit District,Urban
MB,9,Connecticut Non0UZA,Connecticut,671921,0,0,1R01,Northeastern Connecticut Transit District,Rural
MB,9,Connecticut Non0UZA,Connecticut,671921,0,0,1R01,Northeastern Connecticut Transit District,Rural
DR,9,Connecticut Non0UZA,Connecticut,671921,0,0,,Mashantucket Pequot Tribal Nation,Tribe
DR,10,Delaware Non0UZA,Delaware,370439,0,0,,Cape May Lewes Ferry,Urban
VP,10,Delaware Non0UZA,Delaware,370439,0,0,,Delaware Transit Corporation,Urban
MB,10,Delaware Non0UZA,Delaware,370439,0,0,,Delaware Transit Corporation,Urban
DR,10,Delaware Non0UZA,Delaware,370439,0,0,,Delaware Transit Corporation,Urban
DR,10,Delaware Non0UZA,Delaware,370439,0,0,,Delaware Transit Corporation,Urban
VP,12,Florida Non0UZA,Florida,2423098,0,0,3R06,Town of Chincoteague,Rural
DR,12,Florida Non0UZA,Florida,2423098,0,0,,Manatee County Board of County Commissioners,Urban
MB,12,Florida Non0UZA,Florida,2423098,0,0,,Manatee County Board of County Commissioners,Urban
MB,12,Florida Non0UZA,Florida,2423098,0,0,,Lee County ,Urban
DR,12,Florida Non0UZA,Florida,2423098,0,0,,Lee County ,Urban
DR,12,Florida Non0UZA,Florida,2423098,0,0,,"City of Gainesville, FL",Urban
MB,12,Florida Non0UZA,Florida,2423098,0,0,,"City of Gainesville, FL",Urban
MB,12,Florida Non0UZA,Florida,2423098,0,0,,"City of Gainesville, FL",Urban
CR,12,Florida Non0UZA,Florida,2423098,0,0,,Lakeland Area Mass Transit District ,Urban
HR,12,Florida Non0UZA,Florida,2423098,0,0,,Lakeland Area Mass Transit District ,Urban
LR,12,Florida Non0UZA,Florida,2423098,0,0,,Lakeland Area Mass Transit District ,Urban
DR,12,Florida Non0UZA,Florida,2423098,0,0,,Lakeland Area Mass Transit District ,Urban
MB,12,Florida Non0UZA,Florida,2423098,0,0,,County of Volusia,Urban
RB,12,Florida Non0UZA,Florida,2423098,0,0,,County of Volusia,Urban
FB,12,Florida Non0UZA,Florida,2423098,0,0,,County of Volusia,Urban
CR,12,Florida Non0UZA,Florida,2423098,0,0,,County of Volusia,Urban
DR,12,Florida Non0UZA,Florida,2423098,0,0,,County of Volusia,Urban
FB,12,Florida Non0UZA,Florida,2423098,0,0,,Central Florida Regional Transportation Authority,Urban
HR,12,Florida Non0UZA,Florida,2423098,0,0,,Central Florida Regional Transportation Authority,Urban
LR,12,Florida Non0UZA,Florida,2423098,0,0,,Central Florida Regional Transportation Authority,Urban
MB,12,Florida Non0UZA,Florida,2423098,0,0,,Central Florida Regional Transportation Authority,Urban
MB,12,Florida Non0UZA,Florida,2423098,0,0,,Central Florida Regional Transportation Authority,Urban
RB,12,Florida Non0UZA,Florida,2423098,0,0,,City of Tallahassee,Urban
CR,12,Florida Non0UZA,Florida,2423098,0,0,,City of Tallahassee,Urban
DR,12,Florida Non0UZA,Florida,2423098,0,0,,City of Tallahassee,Urban
FB,12,Florida Non0UZA,Florida,2423098,0,0,,City of Tallahassee,Urban
HR,12,Florida Non0UZA,Florida,2423098,0,0,,City of Tallahassee,Urban
LR,12,Florida Non0UZA,Florida,2423098,0,0,,"Board of County Commissioners, Palm Beach County",Urban
MB,12,Florida Non0UZA,Florida,2423098,0,0,,"Board of County Commissioners, Palm Beach County",Urban
MB,12,Florida Non0UZA,Florida,2423098,0,0,,"Escambia County Board of County Commissioners, FL",Urban
RB,12,Florida Non0UZA,Florida,2423098,0,0,,"Escambia County Board of County Commissioners, FL",Urban
CR,12,Florida Non0UZA,Florida,2423098,0,0,,Jacksonville Transportation Authority,Urban
DR,12,Florida Non0UZA,Florida,2423098,0,0,,Jacksonville Transportation Authority,Urban
FB,12,Florida Non0UZA,Florida,2423098,0,0,,Jacksonville Transportation Authority,Urban
HR,12,Florida Non0UZA,Florida,2423098,0,0,,Jacksonville Transportation Authority,Urban
LR,12,Florida Non0UZA,Florida,2423098,0,0,,Jacksonville Transportation Authority,Urban
MB,12,Florida Non0UZA,Florida,2423098,0,0,,Jacksonville Transportation Authority,Urban
MB,12,Florida Non0UZA,Florida,2423098,0,0,,Hillsborough Area Regional Transit Authority,Urban
RB,12,Florida Non0UZA,Florida,2423098,0,0,,Hillsborough Area Regional Transit Authority,Urban
CR,12,Florida Non0UZA,Florida,2423098,0,0,,Hillsborough Area Regional Transit Authority,Urban
DR,12,Florida Non0UZA,Florida,2423098,0,0,,Hillsborough Area Regional Transit Authority,Urban
